Step,Date,Market_Return,Agent_Return,Cash_Ratio,Total_Value,Reward
1980,2025-09-16,-0.0214,-0.0209,0.10,40430055,-0.1997
1990,2025-09-26,0.0189,0.0135,0.28,40342127,0.0278
2000,2025-10-06,0.0332,0.0257,0.14,45587011,0.1076
2010,2025-10-16,0.0000,-0.0013,0.20,45601507,-0.0384
2020,2025-10-26,0.0232,0.0200,0.08,47515159,0.1355
2030,2025-11-05,0.0000,-0.0010,0.29,48629325,-0.0309
2040,2025-11-15,0.0242,0.0178,0.30,46714175,0.0488
2050,2025-11-25,-0.0161,-0.0164,0.17,46800604,-0.1704
2060,2025-12-05,0.0227,0.0204,0.08,48151277,0.1593
2070,2025-12-15,-0.0182,-0.0126,0.06,51993630,-0.0159
2080,2025-12-25,0.0000,-0.0015,0.17,55434340,-0.0450
2090,2026-01-04,0.0233,0.0191,0.18,55684253,0.1078
2100,2026-01-14,0.0000,-0.0009,0.07,56143469,-0.0283
2110,2026-01-24,-0.0293,-0.0297,0.04,53336737,-0.3050
2120,2026-02-03,0.0000,-0.0013,0.26,50236855,-0.0378
2130,2026-02-13,-0.0305,-0.0260,0.24,48368450,-0.1724
30,2020-05-15,-0.0298,-0.0278,0.08,97217285,-0.2382
40,2020-05-25,-0.0442,-0.0448,0.12,91501462,-0.4608
50,2020-06-04,0.0000,-0.0007,0.04,103297055,-0.0213
60,2020-06-14,-0.0077,-0.0026,0.10,127700566,0.0758
70,2020-06-24,0.0000,-0.0005,0.05,150530996,-0.0164
80,2020-07-04,0.0392,0.0380,0.03,182065641,0.3547
90,2020-07-14,-0.0103,-0.0052,0.10,211479204,0.0508
100,2020-07-24,0.0179,0.0084,0.04,232617686,-0.1048
110,2020-08-03,-0.0108,-0.0065,0.17,227404402,0.0212
120,2020-08-13,0.0000,-0.0011,0.11,214708771,-0.0327
130,2020-08-23,-0.0121,-0.0225,0.03,179194655,-0.4344
140,2020-09-02,0.0000,-0.0009,0.19,185516864,-0.0272
150,2020-09-12,0.0099,0.0172,0.18,178729011,0.3172
160,2020-09-22,-0.0064,-0.0122,0.13,171977549,-0.2363
170,2020-10-02,0.0210,0.0160,0.13,160345862,0.0594
180,2020-10-12,0.0028,0.0031,0.11,166960127,0.0371
190,2020-10-22,0.0000,-0.0007,0.15,144120707,-0.0211
200,2020-11-01,0.0045,0.0062,0.17,132778778,0.0966
210,2020-11-11,0.0000,-0.0012,0.19,131319959,-0.0348
220,2020-11-21,0.0257,0.0187,0.10,148491781,0.0456
230,2020-12-01,-0.0262,-0.0201,0.24,155079919,-0.0771
240,2020-12-11,-0.0152,-0.0173,0.23,152920025,-0.2165
250,2020-12-21,0.0313,0.0276,0.11,137778679,0.2024
260,2020-12-31,0.0000,-0.0012,0.12,124139673,-0.0351
270,2021-01-10,-0.0246,-0.0117,0.18,112958821,0.1417
280,2021-01-20,0.0000,-0.0015,0.14,106419241,-0.0439
290,2021-01-30,0.0006,-0.0130,0.15,114972305,-0.4020
300,2021-02-09,0.0000,-0.0012,0.10,112481234,-0.0373
310,2021-02-19,-0.0028,0.0023,0.26,114439094,0.1229
320,2021-03-01,-0.0052,-0.0019,0.21,107137302,0.0462
330,2021-03-11,0.0000,-0.0015,0.21,108718193,-0.0440
340,2021-03-21,0.0000,-0.0010,0.06,115853229,-0.0311
350,2021-03-31,0.0000,-0.0012,0.13,113192672,-0.0350
360,2021-04-10,-0.0080,-0.0083,0.08,104018657,-0.0885
370,2021-04-20,-0.0125,-0.0106,0.06,99055513,-0.0662
380,2021-04-30,-0.0261,-0.0249,0.03,99643476,-0.2230
390,2021-05-10,0.0251,0.0174,0.26,99536060,0.0203
400,2021-05-20,0.0000,-0.0007,0.12,92377233,-0.0224
410,2021-05-30,-0.0070,-0.0070,0.11,91250597,-0.0707
420,2021-06-09,0.0000,-0.0008,0.16,92987765,-0.0230
430,2021-06-19,-0.0085,-0.0063,0.14,95335628,-0.0184
440,2021-06-29,0.0051,0.0069,0.05,102328696,0.1043
450,2021-07-09,-0.0217,-0.0211,0.08,98540181,-0.1979
460,2021-07-19,0.0000,-0.0011,0.04,99771238,-0.0331
470,2021-07-29,0.0000,-0.0012,0.05,96279026,-0.0349
480,2021-08-08,0.0162,0.0151,0.05,98924563,0.1294
490,2021-08-18,0.0000,-0.0013,0.22,102458417,-0.0380
500,2021-08-28,-0.0404,-0.0242,0.34,105394771,0.0817
510,2021-09-07,0.0201,0.0169,0.15,95924371,0.1054
520,2021-09-17,-0.0334,-0.0288,0.05,89098933,-0.1958
530,2021-09-27,-0.0053,-0.0041,0.09,85998873,-0.0178
540,2021-10-07,0.0000,-0.0009,0.16,88419399,-0.0285
550,2021-10-17,0.0216,0.0156,0.17,83104463,0.0380
560,2021-10-27,0.0000,-0.0011,0.03,78874682,-0.0341
570,2021-11-06,-0.0118,-0.0105,0.18,81390897,-0.0786
580,2021-11-16,0.0014,0.0011,0.03,77929044,0.0056
590,2021-11-26,-0.0338,-0.0228,0.08,74104440,-0.0077
600,2021-12-06,0.0017,0.0021,0.20,73565174,0.0290
610,2021-12-16,0.0000,-0.0007,0.13,69539810,-0.0223
620,2021-12-26,-0.0003,-0.0047,0.13,77221013,-0.1354
630,2022-01-05,0.0000,-0.0010,0.08,74339782,-0.0305
640,2022-01-15,0.0072,0.0076,0.08,73055433,0.0819
650,2022-01-25,0.0175,0.0102,0.22,68710682,-0.0427
660,2022-02-04,0.0087,0.0087,0.04,74534401,0.0870
670,2022-02-14,0.0000,-0.0011,0.10,71843026,-0.0333
680,2022-02-24,0.0000,-0.0009,0.05,72549037,-0.0280
690,2022-03-06,-0.0120,0.0002,0.05,73087400,0.2476
700,2022-03-16,0.0000,-0.0007,0.12,72711524,-0.0207
710,2022-03-26,0.0161,0.0093,0.24,77627794,-0.0437
720,2022-04-05,-0.0322,-0.0316,0.21,78917770,-0.3020
730,2022-04-15,-0.0034,-0.0078,0.05,75680740,-0.1684
740,2022-04-25,0.0124,0.0129,0.19,76982241,0.1394
750,2022-05-05,0.0000,-0.0013,0.05,77206612,-0.0388
760,2022-05-15,0.0058,0.0043,0.09,77843866,0.0134
770,2022-05-25,0.0000,-0.0011,0.08,74976542,-0.0342
780,2022-06-04,0.0000,-0.0012,0.10,72160665,-0.0366
790,2022-06-14,-0.0034,-0.0030,0.13,71552321,-0.0224
800,2022-06-24,-0.0085,-0.0055,0.06,69469260,0.0054
810,2022-07-04,0.0034,0.0015,0.05,67702357,-0.0238
820,2022-07-14,0.0000,-0.0009,0.10,64446783,-0.0261
830,2022-07-24,-0.0221,-0.0233,0.05,61908598,-0.2569
840,2022-08-03,0.0000,-0.0011,0.21,61376039,-0.0341
850,2022-08-13,-0.0071,-0.0065,0.06,64705542,-0.0517
860,2022-08-23,0.0137,0.0160,0.04,65541115,0.2053
870,2022-09-02,-0.0300,-0.0204,0.09,62162161,-0.0124
880,2022-09-12,0.0116,0.0084,0.04,60320025,0.0211
890,2022-09-22,0.0000,-0.0010,0.07,57919272,-0.0287
900,2022-10-02,-0.0071,-0.0076,0.12,56308109,-0.0855
910,2022-10-12,0.0000,-0.0010,0.15,57014398,-0.0292
920,2022-10-22,-0.0047,-0.0121,0.22,55107717,-0.2702
930,2022-11-01,0.0067,0.0002,0.06,53517378,-0.1279
940,2022-11-11,-0.0095,-0.0144,0.11,59293718,-0.2404
950,2022-11-21,0.0068,0.0054,0.15,58965513,0.0242
960,2022-12-01,0.0000,-0.0013,0.09,58033795,-0.0392
970,2022-12-11,0.0309,0.0308,0.05,60109596,0.3044
980,2022-12-21,0.0000,-0.0012,0.04,61881145,-0.0345
990,2022-12-31,0.0017,0.0008,0.06,65689725,-0.0115
1000,2023-01-10,-0.0281,-0.0214,0.14,70420656,-0.0802
1010,2023-01-20,-0.0314,-0.0350,0.04,69679716,-0.4206
1020,2023-01-30,0.0131,0.0107,0.04,64998070,0.0583
1030,2023-02-09,0.0000,-0.0010,0.27,64520604,-0.0301
1040,2023-02-19,0.0432,0.0296,0.09,66715522,0.0250
1050,2023-03-01,0.0000,-0.0014,0.12,75185352,-0.0422
1060,2023-03-11,-0.0177,-0.0144,0.20,76428392,-0.0775
1070,2023-03-21,0.0000,-0.0009,0.21,82834254,-0.0278
1080,2023-03-31,0.0000,-0.0013,0.26,86119396,-0.0390
1090,2023-04-10,0.0145,0.0074,0.24,86181586,-0.0681
1100,2023-04-20,0.0000,-0.0013,0.08,89512732,-0.0377
1110,2023-04-30,0.0077,0.0042,0.31,93839617,-0.0278
1120,2023-05-10,0.0000,-0.0009,0.04,87299031,-0.0276
1130,2023-05-20,0.0251,0.0192,0.06,90415343,0.0738
1140,2023-05-30,-0.0054,-0.0073,0.17,88637926,-0.1112
1150,2023-06-09,-0.0443,-0.0414,0.17,84949610,-0.3553
1160,2023-06-19,0.0107,0.0083,0.27,82063789,0.0329
1170,2023-06-29,0.0000,-0.0009,0.03,77581230,-0.0269
1180,2023-07-09,-0.0156,-0.0152,0.14,77348919,-0.1447
1190,2023-07-19,0.0000,-0.0010,0.10,71061827,-0.0299
1200,2023-07-29,-0.0251,-0.0192,0.21,68463358,-0.0763
1210,2023-08-08,-0.0047,-0.0047,0.22,71877590,-0.0461
1220,2023-08-18,-0.0153,-0.0154,0.04,67247512,-0.1553
1230,2023-08-28,0.0053,0.0001,0.28,72913531,-0.1046
1240,2023-09-07,0.0000,-0.0008,0.06,75140358,-0.0226
1250,2023-09-17,-0.0069,-0.0069,0.16,74604651,-0.0692
1260,2023-09-27,0.0000,-0.0017,0.04,71945216,-0.0505
1270,2023-10-07,-0.0311,-0.0311,0.05,66976168,-0.3091
1280,2023-10-17,-0.0004,0.0007,0.05,67887662,0.0291
1290,2023-10-27,-0.0435,-0.0396,0.16,63459072,-0.3178
1300,2023-11-06,0.0191,0.0129,0.04,67950256,0.0062
1310,2023-11-16,0.0000,-0.0017,0.06,65935686,-0.0495
1320,2023-11-26,-0.0067,-0.0055,0.24,64544906,-0.0317
1330,2023-12-06,0.0000,-0.0013,0.11,69409604,-0.0384
1340,2023-12-16,0.0000,-0.0008,0.13,68452716,-0.0248
1350,2023-12-26,0.0031,0.0029,0.11,67805231,0.0253
1360,2024-01-05,0.0040,-0.0037,0.14,65907942,-0.1908
1370,2024-01-15,-0.0024,-0.0045,0.03,66115560,-0.0884
1380,2024-01-25,0.0000,-0.0010,0.16,63344469,-0.0294
1390,2024-02-04,-0.0033,-0.0028,0.05,60854146,-0.0195
1400,2024-02-14,0.0000,-0.0010,0.05,59664763,-0.0303
1410,2024-02-24,0.0000,-0.0010,0.04,58171093,-0.0297
1420,2024-03-05,-0.0004,-0.0010,0.18,62213282,-0.0226
1430,2024-03-15,0.0082,0.0016,0.26,62837067,-0.1145
1440,2024-03-25,-0.0041,-0.0031,0.26,65532333,-0.0122
1450,2024-04-04,0.0000,-0.0012,0.04,63972953,-0.0373
1460,2024-04-14,0.0113,0.0111,0.12,62209363,0.1092
1470,2024-04-24,0.0000,-0.0009,0.12,64764970,-0.0281
1480,2024-05-04,-0.0125,-0.0133,0.03,61383696,-0.1502
1490,2024-05-14,0.0139,0.0115,0.11,58269858,0.0682
1500,2024-05-24,-0.0146,-0.0152,0.06,55696578,-0.1646
1510,2024-06-03,0.0000,-0.0006,0.20,56369380,-0.0188
1520,2024-06-13,0.0000,-0.0014,0.06,56506238,-0.0411
1530,2024-06-23,0.0144,0.0127,0.11,55651730,0.0933
1540,2024-07-03,0.0000,-0.0009,0.06,56129935,-0.0278
1550,2024-07-13,0.0041,0.0042,0.04,57284050,0.0454
1560,2024-07-23,-0.0050,-0.0087,0.16,54962528,-0.1602
1570,2024-08-02,-0.0619,-0.0537,0.13,48203257,-0.3738
1580,2024-08-12,-0.0026,-0.0039,0.07,47462676,-0.0634
1590,2024-08-22,0.0000,-0.0016,0.23,49239522,-0.0473
1600,2024-09-01,0.0000,-0.0016,0.23,50754364,-0.0486
1610,2024-09-11,0.0000,-0.0008,0.04,49716662,-0.0254
1620,2024-09-21,-0.0035,-0.0057,0.24,49457562,-0.0995
1630,2024-10-01,-0.0063,-0.0044,0.14,49592352,-0.0056
1640,2024-10-11,0.0154,0.0177,0.12,49061997,0.2224
1650,2024-10-21,-0.0179,-0.0170,0.07,43794670,-0.1531
1660,2024-10-31,0.0000,-0.0009,0.08,45931656,-0.0260
1670,2024-11-10,0.0214,0.0142,0.21,47220066,-0.0024
1680,2024-11-20,0.0000,-0.0013,0.14,50469739,-0.0378
1690,2024-11-30,0.0041,0.0040,0.21,53641886,0.0378
1700,2024-12-10,0.0387,0.0309,0.14,58415265,0.1523
1710,2024-12-20,0.0148,0.0142,0.03,61226575,0.1314
1720,2024-12-30,0.0135,0.0149,0.03,60041506,0.1766
1730,2025-01-09,0.0000,-0.0010,0.19,62112774,-0.0302
1740,2025-01-19,-0.0274,-0.0298,0.09,56427694,-0.3482
1750,2025-01-29,0.0000,-0.0014,0.06,56685141,-0.0418
1760,2025-02-08,-0.0084,-0.0044,0.04,56557370,0.0349
1770,2025-02-18,-0.0008,-0.0009,0.29,55221589,-0.0115
1780,2025-02-28,0.0093,0.0131,0.03,58959565,0.2053
1790,2025-03-10,-0.0208,-0.0242,0.04,56588820,-0.3099
1800,2025-03-20,0.0000,-0.0009,0.08,57222879,-0.0257
1810,2025-03-30,0.0000,-0.0011,0.26,60264654,-0.0333
1820,2025-04-09,0.0000,-0.0010,0.12,59463367,-0.0306
1830,2025-04-19,0.0203,0.0167,0.28,63894611,0.0949
1840,2025-04-29,0.0179,0.0167,0.16,67483499,0.1448
1850,2025-05-09,-0.0218,-0.0210,0.20,65604609,-0.1959
1860,2025-05-19,-0.0236,-0.0180,0.22,65397312,-0.0684
1870,2025-05-29,0.0000,-0.0010,0.27,64176712,-0.0311
1880,2025-06-08,-0.0243,-0.0225,0.07,59535154,-0.1898
1890,2025-06-18,0.0000,-0.0013,0.12,59410926,-0.0389
1900,2025-06-28,-0.0250,-0.0209,0.08,56619116,-0.1273
1910,2025-07-08,0.0033,-0.0013,0.32,53157042,-0.1039
1920,2025-07-18,0.0020,-0.0002,0.24,55155285,-0.0453
1930,2025-07-28,-0.0129,-0.0130,0.11,52775027,-0.1317
1940,2025-08-07,0.0000,-0.0012,0.04,45656136,-0.0348
1950,2025-08-17,-0.0000,0.0007,0.05,43067999,0.0217
1960,2025-08-27,0.0000,-0.0012,0.19,40573454,-0.0360
1970,2025-09-06,0.0330,0.0284,0.07,43942472,0.1928
1980,2025-09-16,-0.0214,-0.0217,0.08,43540177,-0.2245
1990,2025-09-26,0.0189,0.0172,0.12,43662579,0.1397
2000,2025-10-06,0.0332,0.0244,0.21,49723552,0.0697
2010,2025-10-16,0.0000,-0.0011,0.22,50166991,-0.0334
2020,2025-10-26,0.0232,0.0180,0.06,51768247,0.0759
2030,2025-11-05,0.0000,-0.0010,0.13,52982298,-0.0285
2040,2025-11-15,0.0242,0.0241,0.06,51345556,0.2383
2050,2025-11-25,-0.0161,-0.0137,0.07,52580875,-0.0886
2060,2025-12-05,0.0227,0.0198,0.03,54277413,0.1404
2070,2025-12-15,-0.0182,-0.0176,0.13,57698172,-0.1635
2080,2025-12-25,0.0000,-0.0014,0.12,61133551,-0.0407
2090,2026-01-04,0.0233,0.0184,0.15,61004816,0.0849
2100,2026-01-14,0.0000,-0.0012,0.08,62438930,-0.0356
2110,2026-01-24,-0.0293,-0.0296,0.03,59459643,-0.3036
2120,2026-02-03,0.0000,-0.0012,0.15,56207679,-0.0362
2130,2026-02-13,-0.0305,-0.0228,0.16,54576204,-0.0737
30,2020-05-15,-0.0298,-0.0351,0.03,96489608,-0.4565
40,2020-05-25,-0.0442,-0.0490,0.10,87514795,-0.5863
50,2020-06-04,0.0000,-0.0007,0.09,98870613,-0.0211
60,2020-06-14,-0.0077,-0.0065,0.23,121475436,-0.0410
70,2020-06-24,0.0000,-0.0012,0.35,146296605,-0.0350
80,2020-07-04,0.0392,0.0481,0.04,179423193,0.6595
90,2020-07-14,-0.0103,-0.0124,0.07,210325465,-0.1665
100,2020-07-24,0.0179,0.0230,0.05,224104342,0.3314
110,2020-08-03,-0.0108,-0.0159,0.03,221940834,-0.2605
120,2020-08-13,0.0000,-0.0015,0.05,215763971,-0.0456
130,2020-08-23,-0.0121,-0.0042,0.18,182540574,0.1157
140,2020-09-02,0.0000,-0.0014,0.21,181646427,-0.0418
150,2020-09-12,0.0099,0.0072,0.07,178081622,0.0179
160,2020-09-22,-0.0064,-0.0067,0.04,173972775,-0.0741
170,2020-10-02,0.0210,0.0209,0.04,161988762,0.2062
180,2020-10-12,0.0028,0.0008,0.26,179578466,-0.0317
190,2020-10-22,0.0000,-0.0014,0.25,151309700,-0.0414
200,2020-11-01,0.0045,0.0037,0.20,141292221,0.0202
210,2020-11-11,0.0000,-0.0006,0.27,135529674,-0.0173
220,2020-11-21,0.0257,0.0210,0.16,151486632,0.1144
230,2020-12-01,-0.0262,-0.0170,0.31,156878000,0.0137
240,2020-12-11,-0.0152,-0.0112,0.30,158730882,-0.0315
250,2020-12-21,0.0313,0.0299,0.03,146145336,0.2711
260,2020-12-31,0.0000,-0.0010,0.04,132873640,-0.0297
270,2021-01-10,-0.0246,-0.0167,0.18,119645940,-0.0079
280,2021-01-20,0.0000,-0.0010,0.16,109759728,-0.0296
290,2021-01-30,0.0006,-0.0091,0.21,118085630,-0.2849
300,2021-02-09,0.0000,-0.0008,0.11,114738340,-0.0231
310,2021-02-19,-0.0028,0.0041,0.06,116194369,0.1781
320,2021-03-01,-0.0052,-0.0029,0.12,107808570,0.0174
330,2021-03-11,0.0000,-0.0012,0.08,107866065,-0.0367
340,2021-03-21,0.0000,-0.0011,0.08,115181733,-0.0331
350,2021-03-31,0.0000,-0.0011,0.18,112336941,-0.0331
360,2021-04-10,-0.0080,-0.0014,0.07,102665183,0.1188
370,2021-04-20,-0.0125,-0.0106,0.05,100391971,-0.0687
380,2021-04-30,-0.0261,-0.0280,0.13,98104179,-0.3180
390,2021-05-10,0.0251,0.0188,0.21,99823105,0.0624
400,2021-05-20,0.0000,-0.0016,0.03,92010815,-0.0472
410,2021-05-30,-0.0070,-0.0061,0.22,91710292,-0.0429
420,2021-06-09,0.0000,-0.0013,0.20,96387897,-0.0400
430,2021-06-19,-0.0085,-0.0042,0.21,97744058,0.0445
440,2021-06-29,0.0051,-0.0013,0.03,107171211,-0.1410
450,2021-07-09,-0.0217,-0.0267,0.06,101618605,-0.3658
460,2021-07-19,0.0000,-0.0007,0.09,103266460,-0.0222
470,2021-07-29,0.0000,-0.0012,0.23,99620286,-0.0374
480,2021-08-08,0.0162,0.0133,0.06,101975776,0.0762
490,2021-08-18,0.0000,-0.0017,0.20,106906863,-0.0503
500,2021-08-28,-0.0404,-0.0388,0.05,107866427,-0.3544
510,2021-09-07,0.0201,0.0256,0.04,101029438,0.3667
520,2021-09-17,-0.0334,-0.0267,0.05,95122394,-0.1334
530,2021-09-27,-0.0053,-0.0039,0.17,91425741,-0.0107
540,2021-10-07,0.0000,-0.0015,0.08,93948912,-0.0438
550,2021-10-17,0.0216,0.0151,0.17,89573034,0.0211
560,2021-10-27,0.0000,-0.0009,0.16,86358746,-0.0275
570,2021-11-06,-0.0118,-0.0035,0.09,89188881,0.1322
580,2021-11-16,0.0014,0.0010,0.18,84200759,0.0017
590,2021-11-26,-0.0338,-0.0246,0.15,78984031,-0.0622
600,2021-12-06,0.0017,0.0018,0.08,77304003,0.0206
610,2021-12-16,0.0000,-0.0010,0.09,72016882,-0.0293
620,2021-12-26,-0.0003,-0.0005,0.12,78150668,-0.0086
630,2022-01-05,0.0000,-0.0015,0.24,74562994,-0.0446
640,2022-01-15,0.0072,0.0081,0.04,72841211,0.0995
650,2022-01-25,0.0175,0.0118,0.12,68740539,0.0039
660,2022-02-04,0.0087,0.0092,0.16,74420196,0.1009
670,2022-02-14,0.0000,-0.0013,0.03,71245987,-0.0379
680,2022-02-24,0.0000,-0.0007,0.04,73236571,-0.0220
690,2022-03-06,-0.0120,-0.0068,0.04,74763505,0.0360
700,2022-03-16,0.0000,-0.0014,0.08,73269297,-0.0430
710,2022-03-26,0.0161,0.0146,0.16,77183302,0.1166
720,2022-04-05,-0.0322,-0.0237,0.31,79263523,-0.0657
730,2022-04-15,-0.0034,-0.0032,0.04,77434123,-0.0294
740,2022-04-25,0.0124,0.0132,0.18,79587867,0.1490
750,2022-05-05,0.0000,-0.0016,0.03,78600883,-0.0476
760,2022-05-15,0.0058,0.0055,0.05,78909681,0.0490
770,2022-05-25,0.0000,-0.0008,0.04,76924276,-0.0248
780,2022-06-04,0.0000,-0.0009,0.22,73447064,-0.0270
790,2022-06-14,-0.0034,-0.0047,0.09,72843768,-0.0736
800,2022-06-24,-0.0085,-0.0192,0.10,69880162,-0.4041
810,2022-07-04,0.0034,0.0110,0.05,67819440,0.2600
820,2022-07-14,0.0000,-0.0010,0.23,64945314,-0.0296
830,2022-07-24,-0.0221,-0.0160,0.21,62735814,-0.0383
840,2022-08-03,0.0000,-0.0009,0.25,62540696,-0.0284
850,2022-08-13,-0.0071,-0.0040,0.11,66042323,0.0238
860,2022-08-23,0.0137,0.0106,0.20,65941400,0.0455
870,2022-09-02,-0.0300,-0.0304,0.08,61573946,-0.3115
880,2022-09-12,0.0116,0.0140,0.07,60644652,0.1877
890,2022-09-22,0.0000,-0.0010,0.17,58001419,-0.0313
900,2022-10-02,-0.0071,-0.0059,0.06,56556289,-0.0328
910,2022-10-12,0.0000,-0.0013,0.04,57167454,-0.0398
920,2022-10-22,-0.0047,-0.0005,0.11,55773223,0.0777
930,2022-11-01,0.0067,0.0048,0.06,55621446,0.0115
940,2022-11-11,-0.0095,-0.0108,0.05,62248192,-0.1347
950,2022-11-21,0.0068,0.0079,0.04,60865149,0.1005
960,2022-12-01,0.0000,-0.0012,0.29,60731894,-0.0360
970,2022-12-11,0.0309,0.0284,0.07,62365025,0.2320
980,2022-12-21,0.0000,-0.0013,0.11,65282272,-0.0393
990,2022-12-31,0.0017,0.0044,0.12,66802446,0.0985
1000,2023-01-10,-0.0281,-0.0215,0.22,70360583,-0.0834
1010,2023-01-20,-0.0314,-0.0325,0.16,70274264,-0.3469
1020,2023-01-30,0.0131,0.0123,0.05,65143365,0.1064
1030,2023-02-09,0.0000,-0.0011,0.18,64834270,-0.0335
1040,2023-02-19,0.0432,0.0377,0.09,66230810,0.2683
1050,2023-03-01,0.0000,-0.0016,0.24,73354137,-0.0470
1060,2023-03-11,-0.0177,-0.0185,0.10,73644810,-0.2003
1070,2023-03-21,0.0000,-0.0009,0.07,81413694,-0.0267
1080,2023-03-31,0.0000,-0.0012,0.18,84271845,-0.0350
1090,2023-04-10,0.0145,0.0104,0.07,83753552,0.0216
1100,2023-04-20,0.0000,-0.0015,0.03,86054023,-0.0462
1110,2023-04-30,0.0077,0.0039,0.23,89581893,-0.0377
1120,2023-05-10,0.0000,-0.0006,0.20,84679923,-0.0191
1130,2023-05-20,0.0251,0.0277,0.06,88107523,0.3285
1140,2023-05-30,-0.0054,-0.0058,0.10,87241289,-0.0648
1150,2023-06-09,-0.0443,-0.0393,0.14,84701358,-0.2934
1160,2023-06-19,0.0107,0.0096,0.03,82058668,0.0723
1170,2023-06-29,0.0000,-0.0003,0.20,80044142,-0.0086
1180,2023-07-09,-0.0156,-0.0171,0.10,78647867,-0.2002
1190,2023-07-19,0.0000,-0.0010,0.05,71816471,-0.0293
1200,2023-07-29,-0.0251,-0.0205,0.09,68510128,-0.1146
1210,2023-08-08,-0.0047,-0.0038,0.04,72869167,-0.0196
1220,2023-08-18,-0.0153,-0.0164,0.05,68842330,-0.1855
1230,2023-08-28,0.0053,0.0043,0.04,75470759,0.0236
1240,2023-09-07,0.0000,-0.0003,0.06,77708519,-0.0101
1250,2023-09-17,-0.0069,-0.0084,0.05,76633934,-0.1148
1260,2023-09-27,0.0000,-0.0009,0.13,74707357,-0.0280
1270,2023-10-07,-0.0311,-0.0240,0.18,69591281,-0.0979
1280,2023-10-17,-0.0004,-0.0018,0.15,69608526,-0.0459
1290,2023-10-27,-0.0435,-0.0435,0.13,65072072,-0.4353
1300,2023-11-06,0.0191,0.0100,0.18,69269529,-0.0825
1310,2023-11-16,0.0000,-0.0008,0.11,67217857,-0.0253
1320,2023-11-26,-0.0067,-0.0056,0.04,65261860,-0.0331
1330,2023-12-06,0.0000,-0.0016,0.07,70833912,-0.0483
1340,2023-12-16,0.0000,-0.0013,0.19,69633167,-0.0380
1350,2023-12-26,0.0031,0.0008,0.16,68900593,-0.0382
1360,2024-01-05,0.0040,0.0121,0.04,67578735,0.2850
1370,2024-01-15,-0.0024,-0.0014,0.22,68385065,0.0056
1380,2024-01-25,0.0000,-0.0009,0.05,65434153,-0.0266
1390,2024-02-04,-0.0033,-0.0011,0.04,62734675,0.0317
1400,2024-02-14,0.0000,-0.0007,0.20,61535261,-0.0199
1410,2024-02-24,0.0000,-0.0010,0.30,60616107,-0.0301
1420,2024-03-05,-0.0004,-0.0008,0.05,63610266,-0.0158
1430,2024-03-15,0.0082,0.0027,0.33,64158094,-0.0821
1440,2024-03-25,-0.0041,-0.0034,0.12,67647350,-0.0203
1450,2024-04-04,0.0000,-0.0010,0.04,65838982,-0.0305
1460,2024-04-14,0.0113,0.0102,0.03,63649951,0.0804
1470,2024-04-24,0.0000,-0.0012,0.04,65979411,-0.0367
1480,2024-05-04,-0.0125,-0.0106,0.14,63013212,-0.0678
1490,2024-05-14,0.0139,0.0135,0.03,59371859,0.1276
1500,2024-05-24,-0.0146,-0.0132,0.05,56928069,-0.1052
1510,2024-06-03,0.0000,-0.0018,0.11,57663716,-0.0528
1520,2024-06-13,0.0000,-0.0011,0.29,58442904,-0.0332
1530,2024-06-23,0.0144,0.0155,0.11,57538091,0.1752
1540,2024-07-03,0.0000,-0.0009,0.25,58286146,-0.0281
1550,2024-07-13,0.0041,0.0035,0.03,59146250,0.0234
1560,2024-07-23,-0.0050,-0.0064,0.03,56439697,-0.0904
1570,2024-08-02,-0.0619,-0.0580,0.08,49441222,-0.5032
1580,2024-08-12,-0.0026,-0.0048,0.06,48431539,-0.0914
1590,2024-08-22,0.0000,-0.0006,0.09,50137558,-0.0176
1600,2024-09-01,0.0000,-0.0006,0.05,51883285,-0.0193
1610,2024-09-11,0.0000,-0.0012,0.05,50573677,-0.0359
1620,2024-09-21,-0.0035,-0.0053,0.11,50197373,-0.0890
1630,2024-10-01,-0.0063,-0.0077,0.09,50100646,-0.1067
1640,2024-10-11,0.0154,0.0077,0.06,49565512,-0.0786
1650,2024-10-21,-0.0179,-0.0142,0.17,43599010,-0.0680
1660,2024-10-31,0.0000,-0.0007,0.12,45320959,-0.0198
1670,2024-11-10,0.0214,0.0164,0.16,46474937,0.0640
1680,2024-11-20,0.0000,-0.0012,0.12,49416345,-0.0367
1690,2024-11-30,0.0041,-0.0003,0.21,52479304,-0.0924
1700,2024-12-10,0.0387,0.0264,0.30,56535926,0.0187
1710,2024-12-20,0.0148,0.0138,0.03,60726685,0.1191
1720,2024-12-30,0.0135,0.0098,0.21,60448256,0.0236
1730,2025-01-09,0.0000,-0.0011,0.21,62175081,-0.0336
1740,2025-01-19,-0.0274,-0.0296,0.03,56656795,-0.3418
1750,2025-01-29,0.0000,-0.0012,0.17,56256080,-0.0366
1760,2025-02-08,-0.0084,-0.0165,0.08,55424568,-0.3265
1770,2025-02-18,-0.0008,-0.0017,0.06,53573120,-0.0338
1780,2025-02-28,0.0093,0.0072,0.04,56306362,0.0291
1790,2025-03-10,-0.0208,-0.0182,0.10,54619346,-0.1299
1800,2025-03-20,0.0000,-0.0006,0.05,55514354,-0.0169
1810,2025-03-30,0.0000,-0.0012,0.03,57757509,-0.0360
1820,2025-04-09,0.0000,-0.0014,0.11,56595498,-0.0417
